địa đạo củ chi	 id = 192577
kcn đông hà	 id = 194710
kcn điện nam điện ngọc	 id = 194711
kcn tịnh phong	 id = 194712
kcn quảng phú	 id = 194713
kcn ninh thủy	 id = 194714
kcn suối dầu	 id = 194715
kcn gò dầu	 id = 194716
kcn loteco	 id = 194717
kcn biên hòa ii	 id = 194718
kcn biên hòa i	 id = 194719
kcn song mây	 id = 194720
kcn hố nai	 id = 194721
kcn đình quán	 id = 194722
kcn tam phước	 id = 194723
kcn long thành	 id = 194724
kcn tân phú	 id = 194725
kcn xuân lộc	 id = 194726
kcn bàu xéo	 id = 194727
kcn phước nam	 id = 194728
kcn mỹ xuân a	 id = 194729
kcn đồng xuyên	 id = 194730
kcn phú mỹ i	 id = 194731
kcn cái mép	 id = 194732
kcn mỹ xuân a2	 id = 194733
kcn mỹ xuân b1	 id = 194734
kcn phú mỹ ii	 id = 194735
kcn mỹ tho	 id = 194736
kcn tân hương	 id = 194737
kcn hòa phú	 id = 194738
kcn bình minh	 id = 194739
kcn an nghiệp	 id = 194740
kcn sông hậu	 id = 194741
kcn khánh an	 id = 194742
kcn kim hoa	 id = 194743
kcn khai quang	 id = 194744
kcn trung hà	 id = 194745
kcn bắc phú cát	 id = 194746
kcn lương sơn	 id = 194747
kcn phố nối a	 id = 194748
kcn phố nối b	 id = 194749
kcn đồng văn	 id = 194750
kcn sóng thần i	 id = 194751
kcn sóng thần ii	 id = 194752
kcn đồng an	 id = 194753
kcn đồng an ii	 id = 194754
kcn tân đồng hiệp a	 id = 194755
kcn tân đồng hiệp b	 id = 194756
kcn tân đồng hiệp	 id = 194757
kcn dệt may bình an	 id = 194758
kcn việt hương ii	 id = 194759
kcn việt hương	 id = 194760
kcn mỹ phước	 id = 194761
kcn mai trung	 id = 194762
kcn mỹ phước ii	 id = 194763
kcn nam tân uyên	 id = 194764
kcn rạch bắp	 id = 194765
kcx linh trung i	 id = 194766
kcn cát lai ii	 id = 194767
kcn tân bình	 id = 194768
kcn tân thới hiệp	 id = 194769
kcn lê minh xuân	 id = 194770
kcn tây bắc củ chi	 id = 194771
kcn hiệp phước	 id = 194772
kcn vĩnh lộc	 id = 194773
kcn tân phú trung	 id = 194774
kcn sao mai	 id = 194775
kcn chơn thành	 id = 194776
kcn đức hòa i	 id = 194777
kcn thuận đạo bến lực	 id = 194778
kcn xuyên á	 id = 194779
kcn vĩnh lộc ii	 id = 194780
kcn tân đức	 id = 194781
kcn long hậu	 id = 194782
kcn sa đéc	 id = 194783
kcn tân kim	 id = 194784
kcn đức hòa iii	 id = 194785
kcn trà đá	 id = 194786
kcn tâm thắng	 id = 194787
kcx linh trung ii	 id = 194788
kcn bình chiểu	 id = 194789
kcn bình dương	 id = 194790
kcn linh trung iii	 id = 194791
kcn hưng phú	 id = 194792
kcn quang minh	 id = 194793
vườn quốc gia cúc phương	 id = 193871
rừng cúc phương	 id = 194794
rừng quốc gia cúc phương	 id = 194795
cung văn hóa lao động tp.hcm	 id = 194796
cung văn hóa lao động	 id = 194797
Thủ Thiêm	 id = 194798
đèo Cả	 id = 193426
cung thể thao quần ngựa	 id = 194799
Tam Cốc Bích Động	 id = 194800
nhà thờ phát diệm	 id = 193500
nhà thờ đá phát diệm	 id = 194801
chùa bồ đề	 id = 194802
chùa thiên mụ	 id = 193350
Vườn Quốc gia Tràm Chim	 id = 193881
đắk rông	 id = 194803
đakrông	 id = 194804
đắkrông	 id = 194805
đăk rông	 id = 194806
Na Mèo	 id = 194807
Lệ Thanh	 id = 194808
cửa khẩu hữu nghị	 id = 194809
Hữu Nghị Quan	 id = 194810
Hữu Nghị quan	 id = 194810
A Pa Chải	 id = 194811
Tung Chung Phố	 id = 194812
Ma Lù Thàng	 id = 194813
Phước Tân	 id = 194814
Bù Drang	 id = 194815
Tà Lùng	 id = 194816
Bó Luông	 id = 194817
Nà Lầm	 id = 194818
Hoành Mô	 id = 194819
Sín Cái	 id = 194820
sông cà lồ	 id = 194821
Tà Cú	 id = 194822
sân Vinh	 id = 194823
Sân Vinh	 id = 194823
sông tô lịch	 id = 193756
KonTum	 id = 193523
Phủ Giầy	 id = 194824
Phủ Giày	 id = 194825
rừng sác	 id = 194826
lễ tế nam giao	 id = 194827
Nam Giao	 id = 194828
Sông Hồng	 id = 184746
sông hồng	 id = 184746
Hòe Nhai	 id = 194829
Nghi Tàm	 id = 194830
Nam Kỳ Khởi Nghĩa	 id = 194831
hội trường thống nhất tp hcm	 id = 194832
Hội trường Thống Nhất	 id = 194833
hội trường thống nhất tphcm	 id = 194834
hội trường thống nhất tp hồ chí minh	 id = 194835
nhà thi đấu quân khu 7	 id = 194836
nhà thi đấu qk7	 id = 194837
nhà thi đấu qk 7	 id = 194838
nhà thi đấu phan đình phùng	 id = 194839
NTĐ Phan Đình Phùng	 id = 194840
NTĐ Trịnh Hoài Đức	 id = 194841
ntđ quân khu 7	 id = 194842
NTĐ QK7	 id = 194843
nhà thi đấu nguyễn du	 id = 194844
nhà thi đấu phú thọ	 id = 194845
nhà thi đấu hai bà trưng	 id = 194846
trung tâm huấn luyện thể thao quốc gia i	 id = 194847
trung tâm thể thao quốc gia i	 id = 194848
trung tâm huấn luyện thể thao quốc gia 1	 id = 194849
Nhổn	 id = 194850
Thịnh Hào	 id = 194851
kênh nhiêu lộc	 id = 194852
kênh nhiêu lộc - thị nghè	 id = 194853
nhiêu lộc thị nghè	 id = 194854
Nhiêu Lộc	 id = 194855
kênh nhiêu lộc thị nghè	 id = 194856
thánh địa mỹ sơn	 id = 193315
Hầm Hô	 id = 194857
chợ đồng xuân	 id = 193549
Phiêng Bung	 id = 194858
Đồng Yên	 id = 194859
chợ bến thành	 id = 193498
nhà hát bến thành	 id = 193623
quận 1	 id = 193012
quận 10	 id = 193021
quận 11	 id = 193022
quận 12	 id = 193023
quận 3	 id = 193014
quận 4	 id = 193015
quận 5	 id = 193016
quận 6	 id = 193017
quận 7	 id = 193018
quận 2	 id = 193013
quận 8	 id = 193019
quận 9	 id = 193020
Bến Thủy	 id = 194860
cầu bến thủy	 id = 194861
tháp bà ponaga	 id = 194862
tháp bà pônaga	 id = 194863
Chu Đậu	 id = 194864
chùa Trấn Quốc	 id = 193355
chùa trấn quốc	 id = 193355
chùa khai quốc	 id = 194865
sông đáy	 id = 193799
sông chu	 id = 193979
nhà hát hòa bình	 id = 194866
Tràng Tiền Plaza	 id = 194867
Lam Sơn	 id = 194868
Phủ Lạng Thương	 id = 194869
Đáp Cầu	 id = 194870
phá tam giang	 id = 194871
sông ô lâu	 id = 194872
sông serepok	 id = 194873
krông kmar	 id = 194874
serepok	 id = 194875
sông serepôk	 id = 193751
sông hoài	 id = 194876
nhà tù côn đảo	 id = 193624
Xà Phìn	 id = 194877
sà phìn	 id = 194878
động phong nha	 id = 193552
thành cổ quảng trị	 id = 193336
hồ trúc bạch	 id = 193844
Mai Dịch	 id = 194879
Nhà Chung	 id = 194880
Thái Hà	 id = 194881
bà nà núi chúa	 id = 194882
ải chi lăng	 id = 194883
xứ lạng	 id = 193313
phanxipang	 id = 194884
bà nà suối mơ	 id = 194885
chùa vĩnh nghiêm	 id = 193340
gành đá đĩa	 id = 194886
chùa Quán Sứ	 id = 193354
đèo phước tượng	 id = 194887
đèo phú gia	 id = 194888
làng cổ đường lâm	 id = 194889
cảng sài gòn	 id = 193829
thiên sơn – suối ngà	 id = 194890
thiên sơn suối ngà	 id = 194891
cầu rạch miễu	 id = 194892
khu đô thị mới văn quán	 id = 194893
khu đô thị văn quán	 id = 194894
Văn Quán	 id = 194895
Yên Sở	 id = 194896
Tân Mai	 id = 194897
Đác Lắc	 id = 194898
Đác Nông	 id = 194899
ea hleo	 id = 194900
ea h leo	 id = 194901
Dăk Lăk	 id = 194902
Dăk Nông	 id = 194903
Đăk R Lấp	 id = 194904
Ea Kao	 id = 194905
Ea Tam	 id = 194906
Ea Huar	 id = 194907
Ea Knuếc	 id = 194908
Ea Lâm	 id = 194909
Đăk R lấp	 id = 194904
Nhật Tảo	 id = 194910
hà thành plaza	 id = 194911
ruby plaza	 id = 194912
trung tâm huấn luyện thể thao qg 1	 id = 194913
trung tâm huấn luyện thể thao qg i	 id = 194914
sân vận động quân khu 7	 id = 194915
svđ quân khu 7	 id = 194916
svđ qk7	 id = 194917
đại lộ đông tây	 id = 194918
Vân Tảo	 id = 194919
Cù Mông	 id = 194920
Caravelle	 id = 180937
khách sạn new world	 id = 194921
khách sạn caravelle	 id = 194922
KS New World	 id = 194923
KS Caravelle	 id = 194924
Bobby Chinn	 id = 194925
bến nhà rồng	 id = 193493
sông kinh thầy	 id = 193769
Mega Star	 id = 192081
sông gianh	 id = 193766
Đọi Tam	 id = 194926
Đọi Sơn	 id = 194927
núi bà đen	 id = 193432
đền quan lớn trà vong	 id = 194928
đền thờ ông lớn trà vong	 id = 194929
đền thờ quan lớn trà vong	 id = 194930
Vĩnh Tuy	 id = 194931
cầu vó	 id = 194932
cầu ghềnh	 id = 194933
Cầu Yên	 id = 194934
cầu Yên	 id = 194934
Cầu Do	 id = 194935
cầu Do	 id = 194935
Mường Bi	 id = 194936
cửa sông bắc luân	 id = 194937
ải nam quan	 id = 194938
chùa bái đính	 id = 194939
Trung Hòa	 id = 194940
câu lạc bộ guitar phú nhuận	 id = 194941
clb guitar phú nhuận	 id = 194942
trung tâm văn hóa phú nhuận	 id = 194943
cung thiếu nhi hà nội	 id = 194944
cung thiếu nhi hn	 id = 194945
cung thiếu nhi	 id = 194946
hầm Thủ Thiêm	 id = 193650
hầm đèo hải vân	 id = 194947
hầm đường bộ hải vân	 id = 194948
hầm hải vân	 id = 193337
đường hầm thủ thiêm	 id = 194949
Thế Miếu	 id = 194950
Thế Tổ Miếu	 id = 194951
Thế miếu	 id = 194950
Cống Vị	 id = 194952
Ngọc Hà	 id = 194953
Phúc Xá	 id = 194954
Quán Thánh	 id = 194955
Trúc Bạch	 id = 194956
Dịch Vọng Hậu	 id = 194957
Nghĩa Tân	 id = 194958
Quan Hoa	 id = 194959
Yên Hòa	 id = 194960
Cầu Dền	 id = 194961
Minh Khai	 id = 186086
Phạm Đình Hổ	 id = 194962
Quỳnh Lôi	 id = 194963
Quỳnh Mai	 id = 194964
Thanh Lương	 id = 194965
Thanh Nhàn	 id = 194966
Đồng Mác	 id = 194967
Đồng Nhân	 id = 194968
Chương Dương Độ	 id = 194969
Phúc Tân	 id = 194970
đền quán thánh	 id = 193592
Giáp Bát	 id = 194971
Hoàng Liệt	 id = 194972
Mai Động	 id = 194973
Thịnh Liệt	 id = 194974
Tương Mai	 id = 194975
Đại Kim	 id = 194976
Định Công	 id = 194977
Bồ Đề	 id = 194978
Cự Khối	 id = 194979
Gia Thụy	 id = 194980
Giang Biên	 id = 194981
Ngọc Thụy	 id = 194982
Phúc Lợi	 id = 194983
Phúc Đồng	 id = 194984
Sài Đồng	 id = 194985
Thạch Bàn	 id = 194986
Thượng Thanh	 id = 194987
Việt Hưng	 id = 178852
Đức Giang	 id = 194988
Thụy Khê	 id = 194989
Phú Thượng	 id = 194990
Tứ Liên	 id = 194991
Xuân La	 id = 194992
Hạ Đình	 id = 194993
Khương Mai	 id = 194994
Khương Trung	 id = 194995
Khương Đình	 id = 194996
Kim Giang	 id = 194997
Nhân Chính	 id = 194998
Phương Liệt	 id = 194999
Thanh Xuân Nam	 id = 195000
Thanh Xuân Trung	 id = 195001
Thượng Đình	 id = 180565
Cát Linh	 id = 195002
Khâm Thiên	 id = 195003
Láng Hạ	 id = 192614
Láng Thượng	 id = 195004
Nam Đồng	 id = 195005
Phương Liên	 id = 195006
Phương Mai	 id = 195007
Thịnh Quang	 id = 195008
Thổ Quan	 id = 195009
Trung Liệt	 id = 195010
Trung Phụng	 id = 195011
Trung Tự	 id = 195012
Văn Chương	 id = 195013
kumho asiana plaza	 id = 195014
Nhân Cơ	 id = 195015
Thiên đường Bảo Sơn	 id = 195016
thiên đường Bảo Sơn	 id = 195016
Khách sạn Bảo Sơn	 id = 195017
KS Bảo Sơn	 id = 195018
khách sạn Bảo Sơn	 id = 195017
Bảo Sơn Paradise	 id = 195019
thiên đường bảo sơn	 id = 195016
khách sạn bảo sơn	 id = 195017
đồng bằng bắc bộ	 id = 195020
Riverside Residence	 id = 195021
cảng an thới	 id = 195022
cảng vũng áng	 id = 195023
cảng tiên sa	 id = 193830
cảng kỳ hà	 id = 195024
cảng chân mây	 id = 195025
cảng ba ngòi	 id = 193827
cảng phú mỹ	 id = 195026
khu kinh tế vũng áng	 id = 195027
cửa khẩu tân thanh	 id = 195028
Nậm Cắn	 id = 195029
Tân Thanh	 id = 195030
Cốc Lếu	 id = 195031
cửa khẩu xà xía	 id = 195032
Xà Xía	 id = 195033
Vũng Áng	 id = 195034
KCN Vũng Áng	 id = 195035
khu công nghiệp vũng áng	 id = 195036
KKT Vũng Áng	 id = 195037
hồ bảy mẫu	 id = 193855
hồ bẩy mẫu	 id = 195038
hồ ba mẫu	 id = 193992
triển lãm vân hồ	 id = 195039
triển lãm giảng võ	 id = 195040
hải sư trắng	 id = 195041
hải sư đen	 id = 195042
khu kinh tế đình vũ	 id = 195043
khu kinh tế đình vũ cát hải	 id = 195044
KKT Đình Vũ	 id = 195045
khu kinh tế đông nam nghệ an	 id = 195046
khu kinh tế đông nam	 id = 195047
KKT Đông Nam	 id = 195048
KKT Đông Nam Nghệ An	 id = 195049
Đông Nam Nghệ An	 id = 195050
Sơn Đoòng	 id = 195051
đường hồ chí minh	 id = 195052
đường trường sơn	 id = 195053
đường mòn hồ chí minh	 id = 195054
đường mòn hcm	 id = 195055
Lộc Vĩnh	 id = 195056
sông đốc	 id = 195057
sông cái tàu	 id = 193763
Him Lam	 id = 195058
Mường Thanh	 id = 195059
ga giáp bát	 id = 195060
Đại Lải	 id = 195061
Hải Tân	 id = 195062
khu du lịch đại nam văn hiến	 id = 195063
đại nam văn hiến	 id = 195064
khu du lịch lạc cảnh đại nam văn hiến	 id = 195065
khu du lịch đại nam	 id = 195066
KDL Đại Nam	 id = 195067
lạc cảnh đại nam văn hiến	 id = 195068
Thái Văn Lung	 id = 195069
vinpearlland	 id = 195070
công viên tao đàn	 id = 195071
La Phù	 id = 195072
phủ thành chương	 id = 195073
việt phủ thành chương	 id = 195074
Phan Kế Bính	 id = 195075
nhà máy đạm cà mau	 id = 195076
đạm cà mau	 id = 195077
Nghi Sơn	 id = 195078
liên hợp lọc hóa dầu nghi sơn	 id = 195079
nhà máy lọc hóa dầu nghi sơn	 id = 195080
lọc hóa dầu nghi sơn	 id = 195081
Tây Bắc Bộ	 id = 195082
tây bắc bộ	 id = 195082
bắc trung bộ	 id = 195083
Đăk Lak	 id = 195084
vườn quốc gia cư yang sin	 id = 195085
vườn quốc gia chư yang sinh	 id = 195086
sông sê rê pôk	 id = 195087
sông sê rê pốk	 id = 195088
vườn quốc gia yôk đôn	 id = 195089
vườn quốc gia yok đôn	 id = 193888
thác đray nu	 id = 195090
Đray Nu	 id = 195091
serepôk	 id = 195092
sông sêrêpốk	 id = 195093
Chư Jút	 id = 195094
sêrêpốk	 id = 195095
hồ Lắc	 id = 195096
bàu sấu	 id = 195097
Hàng Xanh	 id = 195098
khu công nghiệp phú thị	 id = 195099
KCN Phú Thị	 id = 195100
Tả Phìn	 id = 195101
Mường Hoa	 id = 195102
Cát Cát	 id = 195103
Sín Chải	 id = 195104
Tân Sân Nhất	 id = 195105
Pà Lừa	 id = 195106
Pà Rồng	 id = 195107
cảng trung chuyển quốc tế vân phong	 id = 195108
cảng vân phong	 id = 195109
Vũng Rô	 id = 195110
Võng La	 id = 195111
Đông Ngạc	 id = 195112
cầu thăng long	 id = 193825
Chèm	 id = 195113
trường petrus ký	 id = 195114
trường bưởi	 id = 195115
indochina riverside	 id = 195116
An Thới	 id = 195117
suối cá thần	 id = 195118
Hỏa Lò	 id = 195119
trại hỏa lò	 id = 195120
trại giam hỏa lò	 id = 195121
nhà tù hỏa lò	 id = 195122
nhà giam hỏa lò	 id = 195123
thác bản giốc	 id = 193890
sông sêrêpôk	 id = 195124
Ngọc Liệp	 id = 195125
Liệp Mai	 id = 195126
phan si păng	 id = 195127
Tà Rụt	 id = 195128
hầm thủ thiêm	 id = 193650
hầm dìm thủ thiêm	 id = 195129
sông nhà bè	 id = 195130
sông lòng tàu	 id = 195131
sông sài gòn	 id = 193745
sông Nhà Bè	 id = 195130
sông Lòng Tàu	 id = 195131
Lòng Tàu	 id = 195132
Ga Sóng Thần	 id = 195133
ga Sóng Thần	 id = 195133
Sóng Thần	 id = 195134
khu công nghiệp sóng thần	 id = 195135
KCN Sóng Thần	 id = 195136
kênh ba bò	 id = 195137
khu công nghiệp sóng thần 1	 id = 195138
kcn sóng thần 1	 id = 195139
khu công nghiệp sóng thần 2	 id = 195140
kcn sóng thần 2	 id = 195141
Mỗ Lao	 id = 195142
Đại Mỗ	 id = 195143
Tây Mỗ	 id = 195144
khu đô thị mới dương nội	 id = 195145
KĐTM Dương Nội	 id = 195146
khu đtm dương nội	 id = 195147
sân khấu lan anh	 id = 195148
sân khấu ca nhạc lan anh	 id = 195149
Khách sạn Thắng Lợi	 id = 195150
KS Thắng Lợi	 id = 195151
khách sạn Thắng Lợi	 id = 195150
khách sạn thắng lợi	 id = 195150
hồ thuyền quang	 id = 195152
hồ ha le	 id = 195153
hồ halais	 id = 195154
Phùng Nguyên	 id = 195155
Gò Mun	 id = 195156
Đồng Đậu	 id = 195157
Thạch Khê	 id = 195158
khu đô thị mới kim văn - kim lũ	 id = 195159
khu đô thị mới kim văn kim lũ	 id = 195160
kđtm kim văn kim lũ	 id = 195161
nhà tưởng niệm bác hồ	 id = 195162
bến bình đông	 id = 195163
chùa thầy	 id = 193352
đền sóc	 id = 195164
đền chử đồng tử	 id = 195165
đền gióng	 id = 195166
Đền Và	 id = 195167
đền Và	 id = 195167
Nam Côn Sơn	 id = 195168
hồ con rùa	 id = 195169
cầu vượt thanh trì	 id = 195170
cầu thanh trì	 id = 193819
cầu cạn pháp vân	 id = 195171
nam đàn plaza	 id = 195172
Nam An Khánh	 id = 195173
Bắc An Khánh	 id = 195174
tòa nhà pvn tower	 id = 195175
PVN Tower	 id = 195176
cầu thê húc	 id = 193823
tháp nước hàng đậu	 id = 195177
tháp hàng đậu	 id = 195178
Sư Vạn Hạnh	 id = 195179
sông pô kô	 id = 195180
Pô Cô	 id = 195181
sông pô cô	 id = 195182
Pô Kô	 id = 195183
thủy điện plei krông	 id = 195184
thủy điện pleikrông	 id = 195185
pleikrông	 id = 195186
plei krông	 id = 195187
sông sê san	 id = 195188
Sê San	 id = 195189
thủy điện sê san	 id = 195190
Cái Mơn	 id = 195191
sông pôkô	 id = 195192
sông pôcô	 id = 195193
KĐTM Linh Đàm	 id = 195194
khu đô thị mới dịch vọng	 id = 195195
KĐTM Dịch Vọng	 id = 195196
khu đô thị mới linh đàm	 id = 195197
Cư Yang Sin	 id = 195198
sê rê pốc	 id = 195199
dray sáp	 id = 195200
dray nur	 id = 195201
hầm đường bộ kim liên	 id = 195202
hầm kim liên	 id = 195203
Phủ Dầy	 id = 195204
Phủ Dày	 id = 195205
Mạo Khê	 id = 195206
apachải	 id = 195207
Crescent Plaza	 id = 195208
cầu tràng tiền	 id = 195209
Bình Trị Đông	 id = 195210
Phú Lâm	 id = 195211
intercontinental	 id = 195212
ks intercontinental	 id = 195213
khách sạn intercontinental	 id = 195214
thủy điện hố hô	 id = 195215
đập thủy điện hố hô	 id = 195216
nhà máy thủy điện hố hô	 id = 195217
bảo tàng hồ chí minh	 id = 195218
hồ kẻ gỗ	 id = 193840
phòng trà atb	 id = 195219
TP Vinh	 id = 195220
ga Vinh	 id = 195221
Ga Vinh	 id = 195221
hồ đa nhim	 id = 193848
đèo ngoạn mục	 id = 195222
sông dinh	 id = 193765
sông sắt	 id = 195223
sông truồi	 id = 195224
tháp chàm	 id = 195225
Đường Láng	 id = 195226
đường Láng	 id = 195226
đường láng hòa lạc	 id = 195227
đường láng	 id = 195226
Lý Quốc Sư	 id = 195228
Ấu Triệu	 id = 195229
Nhà Thờ	 id = 195230
Thọ Xương	 id = 195231
ngõ huyện	 id = 195232
khu đô thị văn khê	 id = 195233
khu đô thị vân canh	 id = 195234
khu đô thị mới văn khê	 id = 195235
KĐTM Văn Khê	 id = 195236
KĐT Văn Khê	 id = 195237
KĐT Vân Canh	 id = 195238
KĐTM Vân Canh	 id = 195239
khu đô thị mới vân canh	 id = 195240
Cắm Muộn	 id = 195241
nậm nhoóng	 id = 195242
thủy điện sông tranh	 id = 195243
Sông Tranh	 id = 195244
sông Tranh	 id = 195244
thủy điện a vương	 id = 195245
A Vương	 id = 195246
sông tang	 id = 195247
Trà Xinh	 id = 195248
chùa dơi	 id = 193643
rạp tháng 8	 id = 192079
august cinema	 id = 195249
Cát Bi	 id = 195250
Nguyễn Văn Hới	 id = 195251
Phố Bảng	 id = 195252
cửa ba lạt	 id = 195253
chùa tứ liên	 id = 195254
chùa phúc khánh	 id = 195255
đền trấn vũ	 id = 195256
Trấn Vũ Quán	 id = 195257
đền quan thánh	 id = 195258
chùa tứ kỳ	 id = 195259
chùa tam bảo	 id = 195260
đền trần	 id = 195261
đền thiên trường	 id = 195262
đền cố trạch	 id = 195263
đền trùng hoa	 id = 195264
Đụ Đị	 id = 195265
La Khê	 id = 195266
Tứ Xã	 id = 195267
Cát Lái	 id = 195268
trường viết văn nguyễn du	 id = 195269
Kiếp Bạc	 id = 195270
đền kiếp bạc	 id = 193615
chùa côn sơn	 id = 193401
thiên tư phúc tự	 id = 195271
sông như nguyệt	 id = 195272
sông nhật đức	 id = 195273
sông thị cầu	 id = 195274
Quỳnh Lâm	 id = 195275
lục đầu giang	 id = 195276
sông thái bình	 id = 195277
Đông Khê	 id = 195278
Thất Khê	 id = 195279
khu đô thị an khánh an thượng	 id = 195280
KĐT An Khánh An Thượng	 id = 195281
Ô Quý Hồ	 id = 195282
Tây Côn Lĩnh	 id = 195283
suối giàng	 id = 195284
Cao Bồ	 id = 195285
bãi giữa sông hồng	 id = 195286
bãi giữa	 id = 195287
Văn Khê	 id = 195288
Lèn Cờ	 id = 195289
golden westlake	 id = 195290
sky city tower	 id = 195291
vincom park place	 id = 195292
Sky City	 id = 195293
sky city towers	 id = 195294
Times City	 id = 195295
Eco City	 id = 195296
tháp rùa	 id = 193557
times city	 id = 195295
khu đô thị mới xa la	 id = 195297
khu đtm xa la	 id = 195298
KTĐM Xa La	 id = 195299
sân bay tân sơn nhất	 id = 193388
sân bay tân sân nhất	 id = 195300
Cao Đạt	 id = 195301
Lũng Lô	 id = 195302
khu du lịch dìn ký	 id = 195303
Dìn Ký	 id = 195304
khu du lịch dìn kí	 id = 195305
Dìn Kí	 id = 195306
rạp công nhân	 id = 195307
mũi đại lãnh	 id = 195308
Thượng Trạch	 id = 195309
Cà Roòng	 id = 195310
thành nhà hồ	 id = 193641
Mã Mây	 id = 195311
Hào Nam	 id = 195312
grand plaza	 id = 195313
TTTM Grand Plaza	 id = 195314
ceo tower	 id = 195315
tháp ceo	 id = 195316
cmc tower	 id = 195317
tháp cmc	 id = 195318
tòa tháp cmc	 id = 195319
tòa tháp ceo	 id = 195320
Tân Rai	 id = 195321
